,Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes,ratio_wgross_by_budget,Release Year
2007,Jerry Maguire,153952592,274000000,50000000,1996-12-13,R,Original Screenplay,Comedy,Fiction,7.2,78603,5.48,1996
2008,Beverly Hills Cop II,153665036,276665036,20000000,1987-05-20,R,Original Screenplay,Action/Adventure,Fiction,6.1,29712,13.8332518,1987
2009,Scary Movie,157019771,277200000,19000000,2000-07-07,R,Original Screenplay,Comedy,Fiction,6.0,68541,14.589473684210526,2000
2010,Shakespeare in Love,100317794,279500000,26000000,1998-12-11,R,Original Screenplay,Comedy,Fiction,7.4,77911,10.75,1998
2011,Speed,121248145,283200000,30000000,1994-06-10,R,Original Screenplay,Action/Adventure,Fiction,2.6,4175,9.44,1994
2012,Lethal Weapon 4,130444603,285400000,140000000,1998-07-10,R,Original Screenplay,Action/Adventure,Fiction,6.4,47846,2.0385714285714287,1998
2013,American Pie 2,145096820,286500000,30000000,2001-08-10,R,Original Screenplay,Comedy,Fiction,6.2,66751,9.55,2001
2014,My Best Friend's Wedding,126813153,287200000,46000000,1997-06-20,PG/PG-13,Original Screenplay,Comedy,Fiction,6.2,37287,6.243478260869566,1997
2015,G-Force,119436770,287389685,82500000,2009-07-24,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.0,9633,3.4835113333333334,2009
2016,Bee Movie,126631277,287594577,150000000,2007-11-02,PG/PG-13,Original Screenplay,Comedy,Fiction,6.3,30575,1.91729718,2007
2017,What Lies Beneath,155464351,288693989,90000000,2000-07-21,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.5,45633,3.207710988888889,2000
2018,Ghostbusters,238632124,291632124,30000000,1984-06-08,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,358,9.7210708,1984
2019,Austin Powers in Goldmember,213117789,292738626,63000000,2002-07-25,PG/PG-13,Original Screenplay,Comedy,Fiction,6.2,69140,4.646644857142857,2002
2020,Van Helsing,120150546,300150546,170000000,2004-05-07,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.5,68846,1.7655914470588234,2004
2021,Meet the Parents,166225040,301500000,55000000,2000-10-06,PG/PG-13,Original Screenplay,Comedy,Fiction,7.0,84924,5.4818181818181815,2000
2022,Liar Liar,181410615,302710615,45000000,1997-03-21,PG/PG-13,Original Screenplay,Comedy,Fiction,6.7,67798,6.726902555555555,1997
2023,Runaway Bride,152257509,308007919,70000000,1999-07-30,PG/PG-13,Original Screenplay,Comedy,Fiction,5.2,28497,4.400113128571428,1999
2024,Ransom,136492681,308700000,70000000,1996-11-08,R,Original Screenplay,Action/Adventure,Fiction,6.6,38524,4.41,1996
2025,Austin Powers: The Spy Who Shagged Me,206040085,309600000,35000000,1999-06-10,PG/PG-13,Original Screenplay,Comedy,Fiction,6.6,81005,8.845714285714285,1999
2026,Bolt,114053579,313953579,150000000,2008-11-21,PG/PG-13,Original Screenplay,Comedy,Fiction,7.4,32473,2.09302386,2008
2027,As Good as it Gets,148478011,314111923,50000000,1997-12-24,PG/PG-13,Original Screenplay,Comedy,Fiction,7.8,92240,6.28223846,1997
2028,Chicken Little,135386665,314432738,60000000,2005-11-04,G,Original Screenplay,Action/Adventure,Fiction,5.8,17415,5.240545633333333,2005
2029,Air Force One,172956409,315268353,85000000,1997-07-25,R,Original Screenplay,Action/Adventure,Fiction,6.3,61394,3.7090394470588235,1997
2030,The Proposal,163958031,317358031,40000000,2009-06-19,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,397,7.933950775,2009
2031,Lethal Weapon 3,144731527,319700000,35000000,1992-05-15,R,Original Screenplay,Action/Adventure,Fiction,6.5,39735,9.134285714285713,1992
2032,Inglourious Basterds,120831050,320389438,70000000,2009-08-21,R,Original Screenplay,Action/Adventure,Fiction,8.4,178742,4.576991971428572,2009
2033,Se7en,100125643,328125643,30000000,1995-09-22,R,Original Screenplay,Horror/Thriller,Fiction,8.7,278918,10.937521433333334,1995
2034,The Rock,134069511,336069511,75000000,1996-06-07,R,Original Screenplay,Action/Adventure,Fiction,7.2,108324,4.480926813333333,1996
2035,Batman Forever,184031112,336529144,100000000,1995-06-16,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.4,76218,3.36529144,1995
2036,Enchanted,127706877,340384141,85000000,2007-11-21,PG/PG-13,Original Screenplay,Comedy,Fiction,7.5,55697,4.0045193058823525,2007
2037,National Treasure,173005002,347405002,100000000,2004-11-19,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,83989,3.47405002,2004
2038,Rush Hour 2,226164286,347425832,90000000,2001-08-03,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.4,52049,3.8602870222222223,2001
2039,Deep Impact,140464664,349464664,80000000,1998-05-08,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.0,54160,4.3683083,1998
2040,Dinosaur,137748063,356148063,127500000,2000-05-19,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.2,13962,2.7933181411764707,2000
2041,American Beauty,130058047,356258047,15000000,1999-09-15,R,Original Screenplay,Drama,Fiction,8.6,292562,23.750536466666667,1999
2042,Home Alone 2: Lost in New York,173585516,358994850,20000000,1992-11-20,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,51408,17.9497425,1992
2043,There's Something About Mary,176484651,360099999,22000000,1998-07-15,R,Original Screenplay,Comedy,Fiction,7.2,96443,16.368181772727272,1998
2044,Toy Story,191796233,361948825,30000000,1995-11-22,G,Original Screenplay,Action/Adventure,Fiction,8.2,151143,12.064960833333334,1995
2045,A Bug's Life,162798565,363109485,45000000,1998-11-20,G,Original Screenplay,Action/Adventure,Fiction,7.3,56866,8.069099666666666,1998
2046,Notting Hill,116089678,363728226,42000000,1999-05-28,PG/PG-13,Original Screenplay,Comedy,Fiction,6.9,66362,8.660195857142858,1999
2047,Slumdog Millionaire,141319928,365257315,14000000,2008-11-12,R,Original Screenplay,Drama,Fiction,8.3,176325,26.089808214285714,2008
2048,Hitch,177784257,366784257,55000000,2005-02-11,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,89,6.668804672727273,2005
2049,Shark Tale,160861908,367275019,75000000,2004-10-01,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.9,40019,4.897000253333333,2004
2050,What Women Want,182805123,372100000,65000000,2000-12-15,PG/PG-13,Original Screenplay,Comedy,Fiction,6.3,54525,5.724615384615385,2000
2051,Ice Age,176387405,383257136,65000000,2002-03-15,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.4,75552,5.896263630769231,2002
2052,Happy Feet,198000317,385000317,85000000,2006-11-17,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.7,42369,4.529415494117647,2006
2053,Raiders of the Lost Ark,245034358,386800358,20000000,1981-06-12,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,8.7,242661,19.3400179,1981
2054,Signs,227965690,408265690,70702619,2002-08-02,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.9,111561,5.774406885832617,2002
2055,The Matrix Revolutions,139259759,424259759,110000000,2003-11-05,R,Original Screenplay,Action/Adventure,Fiction,6.5,123347,3.8569069,2003
2056,Cast Away,233632142,427230516,85000000,2000-12-22,PG/PG-13,Original Screenplay,Drama,Fiction,7.5,102936,5.026241364705882,2000
2057,Terminator 3: Rise of the Machines,150358296,433058296,170000000,2003-07-01,R,Original Screenplay,Action/Adventure,Fiction,6.6,107667,2.5474017411764707,2003
2058,The Last Samurai,111110575,456810575,120000000,2003-12-05,R,Original Screenplay,Action/Adventure,Fiction,7.8,106002,3.8067547916666666,2003
2059,Gladiator,187683805,457683805,103000000,2000-05-05,R,Original Screenplay,Action/Adventure,Fiction,8.3,279512,4.443532087378641,2000
2060,The Matrix,171479930,460279930,65000000,1999-03-31,R,Original Screenplay,Action/Adventure,Fiction,8.7,380934,7.0812296923076925,1999
2061,Cars,244082982,461923762,70000000,2006-06-09,G,Original Screenplay,Comedy,Fiction,7.5,66809,6.598910885714286,2006
2062,The Hangover,277322503,465132119,35000000,2009-06-05,R,Original Screenplay,Comedy,Fiction,7.9,127634,13.289489114285715,2009
2063,Home Alone,285761243,476684675,15000000,1990-11-16,PG/PG-13,Original Screenplay,Comedy,Fiction,7.0,79080,31.778978333333335,1990
2064,Mr. And Mrs. Smith,186336279,478336279,110000000,2005-06-10,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.7,189,4.348511627272727,2005
2065,Saving Private Ryan,216335085,481635085,65000000,1998-07-24,R,Original Screenplay,Drama,Fiction,8.5,270540,7.409770538461538,1998
2066,Toy Story 2,245852179,484966906,90000000,1999-11-19,G,Original Screenplay,Action/Adventure,Fiction,8.0,119357,5.388521177777778,1999
2067,Bruce Almighty,242704995,485004995,81000000,2003-05-23,PG/PG-13,Original Screenplay,Comedy,Fiction,6.6,92494,5.987715987654321,2003
2068,Aladdin,217350219,504050219,28000000,1992-11-11,G,Original Screenplay,Comedy,Fiction,7.8,69090,18.001793535714285,1992
2069,Meet the Fockers,279167575,516567575,60000000,2004-12-22,PG/PG-13,Original Screenplay,Comedy,Fiction,6.4,69613,8.609459583333333,2004
2070,Terminator 2: Judgment Day,204859496,516816151,100000000,1991-07-02,R,Original Screenplay,Action/Adventure,Fiction,8.5,237477,5.16816151,1991
2071,"Monsters, Inc.",255870172,526864330,115000000,2001-11-02,G,Original Screenplay,Action/Adventure,Fiction,7.4,39908,4.581428956521739,2001
2072,Madagascar,193595521,532680671,75000000,2005-05-27,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.6,56480,7.1024089466666664,2005
2073,WALL-E,223808164,532743103,180000000,2008-06-27,G,Original Screenplay,Comedy,Fiction,8.5,182257,2.9596839055555555,2008
2074,The Day After Tomorrow,186740799,544272402,125000000,2004-05-28,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.3,92241,4.354179216,2004
2075,Armageddon,201578182,554600000,140000000,1998-07-01,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.1,194,3.9614285714285713,1998
2076,Madagascar: Escape 2 Africa,180010950,599516844,150000000,2008-11-07,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,30285,3.99677896,2008
2077,Ratatouille,206445654,620495432,150000000,2007-06-29,G,Original Screenplay,Comedy,Fiction,8.1,131929,4.136636213333333,2007
2078,Hancock,227946274,624346274,150000000,2008-07-02,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.5,100822,4.162308493333334,2008
2079,The Incredibles,261441092,632882184,92000000,2004-11-05,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,8.1,159123,6.879154173913044,2004
2080,Ice Age: The Meltdown,195330621,651899282,75000000,2006-03-31,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,50981,8.691990426666667,2006
2081,The Sixth Sense,293506292,672806292,40000000,1999-08-06,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,8.2,238745,16.8201573,1999
2082,Up,293004164,731304609,175000000,2009-05-29,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,8.4,110491,4.17888348,2009
2083,The Matrix Reloaded,281553689,738576929,127000000,2003-05-15,R,Original Screenplay,Action/Adventure,Fiction,7.1,148874,5.8155663700787406,2003
2084,Inception,285630280,753830280,160000000,2010-07-16,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,9.1,188247,4.71143925,2010
2085,2012,166112167,766812167,200000000,2009-11-13,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.2,396,3.834060835,2009
2086,The Lion King,328539505,783839505,79300000,1994-06-15,G,Original Screenplay,Action/Adventure,Fiction,8.2,136503,9.884483039092055,1994
2087,Indiana Jones and the Kingdom of the Crystal Skull,317023851,786558145,185000000,2008-05-22,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.6,135071,4.251665648648649,2008
2088,ET: The Extra-Terrestrial,435110554,792910554,10500000,1982-06-11,PG/PG-13,Original Screenplay,Drama,Fiction,7.9,105028,75.51529085714286,1982
2089,Independence Day,306169255,817400878,75000000,1996-07-02,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.5,149493,10.898678373333333,1996
2090,Finding Nemo,339714978,867894287,94000000,2003-05-30,G,Original Screenplay,Action/Adventure,Fiction,8.2,165006,9.232917946808511,2003
2091,Ice Age: Dawn of the Dinosaurs,196573705,886685941,90000000,2009-07-01,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.1,33289,9.852066011111111,2009
2092,Toy Story 3,410640665,1046340665,200000000,2010-06-18,G,Original Screenplay,Action/Adventure,Fiction,8.9,67380,5.231703325,2010
2093,Titanic,600788188,1842879955,200000000,1997-12-19,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7.4,240732,9.214399775,1997
2094,Avatar,760167650,2767891499,237000000,2009-12-18,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,8.3,261439,11.678867084388186,2009
2095,Marilyn Hotchkiss' Ballroom Dancing and Charm School,349132,399114,2500000,2006-03-31,PG/PG-13,Adapted screenplay,Western/Musical,Fiction,6.6,1351,0.1596456,2006
2096,Swept Away,598645,598645,10000000,2002-10-11,R,Adapted screenplay,Comedy,Fiction,3.4,7665,0.0598645,2002
2097,Gloria,4167493,4967493,30000000,1999-01-22,R,Adapted screenplay,Drama,Fiction,4.7,2726,0.1655831,1999
2098,Night of the Living Dead,5835247,5835247,4200000,1990-10-19,R,Adapted screenplay,Horror/Thriller,Fiction,6.6,10083,1.389344523809524,1990
2099,Willard,6882696,6882696,20000000,2003-03-14,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.2,7702,0.3441348,2003
2100,I Think I Love My Wife,12559771,13205411,14000000,2007-03-16,R,Adapted screenplay,Comedy,Fiction,5.5,8643,0.9432436428571429,2007
2101,Wicker Park,12831121,13400080,30000000,2004-09-03,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.9,18987,0.4466693333333333,2004
2102,Kiss of Death,14942422,14942422,40000000,1995-04-21,R,Adapted screenplay,Drama,Fiction,7.6,2374,0.37356055,1995
2103,Solaris,14970038,14970038,47000000,2002-11-27,PG/PG-13,Adapted screenplay,Drama,Fiction,6.2,33151,0.3185114468085106,2002
2104,Just Visiting,4777007,16172200,40000000,2001-04-06,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.6,6923,0.404305,2001
2105,Black Christmas,16235738,16235738,9000000,2006-12-25,R,Adapted screenplay,Horror/Thriller,Fiction,4.3,10424,1.8039708888888888,2006
2106,Catch That Kid,16703799,16930762,18000000,2004-02-06,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,4.7,3038,0.9405978888888888,2004
2107,School for Scoundrels,17807569,17807569,20000000,2006-09-29,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.0,15536,0.89037845,2006
2108,Get Carter,14967182,19417182,40000000,2000-10-06,R,Adapted screenplay,Drama,Fiction,4.8,14196,0.48542955,2000
2109,Rollerball,18990542,25852508,70000000,2002-02-08,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,2.8,13827,0.36932154285714286,2002
2110,Sorority Row,11965282,26735797,12500000,2009-09-11,R,Adapted screenplay,Horror/Thriller,Fiction,5.1,7097,2.13886376,2009
2111,Brooklyn's Finest,27163593,28319627,25000000,2010-03-05,R,Adapted screenplay,Horror/Thriller,Fiction,6.9,14034,1.13278508,2010
2112,The Out-of-Towners,28544120,28544120,40000000,1999-04-02,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.9,6338,0.713603,1999
2113,The Stepfather,29062561,29227561,20000000,2009-10-16,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.3,6263,1.46137805,2009
2114,Pulse,20264436,29771485,7500000,2006-08-11,R,Adapted screenplay,Horror/Thriller,Fiction,5.0,846,3.9695313333333333,2006
2115,Double Take,29823162,29823162,24000000,2001-01-12,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.8,162,1.24263175,2001
2116,The Bad News Bears,32868349,33500620,35000000,2005-07-22,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.1,7749,0.9571605714285715,2005
2117,Flight of the Phoenix,21009180,34009180,75000000,2004-12-17,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.0,18568,0.45345573333333333,2004
2118,Alfie,13395939,35195939,40000000,2004-11-05,R,Adapted screenplay,Comedy,Fiction,6.1,20769,0.879898475,2004
2119,Father's Day,28681080,35681080,85000000,1997-05-09,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.8,6654,0.4197774117647059,1997
2120,What a Girl Wants,35990505,35990505,25000000,2003-04-04,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.7,12561,1.4396202,2003
2121,Assault On Precinct 13,20040895,36040895,30000000,2005-01-19,R,Adapted screenplay,Action/Adventure,Fiction,7.4,13456,1.2013631666666666,2005
2122,The Bachelor,21731001,36882378,21000000,1999-11-05,PG/PG-13,Adapted screenplay,Comedy,Fiction,4.8,9030,1.7563037142857143,1999
2123,The Fog,29511112,37048526,18000000,2005-10-14,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,3.3,15760,2.0582514444444446,2005
2124,Psycho,21541218,37226218,20000000,1998-12-04,R,Adapted screenplay,Horror/Thriller,Fiction,4.5,19769,1.8613109,1998
2125,The Hills Have Eyes II,20804166,37466538,15000000,2007-03-23,R,Adapted screenplay,Horror/Thriller,Fiction,5.0,17948,2.4977692,2007
2126,The Invasion,15074191,40147042,80000000,2007-08-17,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,6.0,28605,0.501838025,2007
2127,Death at a Funeral,42739347,42739347,21000000,2010-04-16,R,Adapted screenplay,Comedy,Fiction,5.1,6628,2.035207,2010
2128,The Crazies,39123589,43027734,20000000,2010-02-26,R,Adapted screenplay,Horror/Thriller,Fiction,6.7,21135,2.1513867,2010
2129,Last Holiday,38399961,43343247,45000000,2006-01-13,PG/PG-13,Adapted screenplay,Comedy,Fiction,6.3,8060,0.9631832666666666,2006
2130,Scarface,44942821,44942821,25000000,1983-12-09,Other,Adapted screenplay,Drama,Fiction,8.2,152262,1.79771284,1983
2131,Bangkok Dangerous,15298133,46598133,45000000,2008-09-05,R,Adapted screenplay,Action/Adventure,Fiction,5.4,20931,1.0355140666666667,2008
2132,Walking Tall,46213824,47313824,56000000,2004-04-02,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,6.0,20517,0.8448897142857142,2004
2133,Dark Water,25473093,49473093,60000000,2005-07-08,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.6,19652,0.82455155,2005
2134,The Texas Chainsaw Massacre: The Beginning,39517763,50517763,16000000,2006-10-06,R,Adapted screenplay,Horror/Thriller,Fiction,5.8,20196,3.1573601875,2006
2135,Mighty Joe Young,50632037,50632037,80000000,1998-12-25,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.4,9187,0.6329004625,1998
2136,The Eye,31418697,56706727,12000000,2008-02-01,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.3,17304,4.725560583333333,2008
2137,Prom Night,43869350,57109687,18000000,2008-04-11,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,5.1,4263,3.172760388888889,2008
2138,Sweet November,25288103,65754228,40000000,2001-02-16,PG/PG-13,Adapted screenplay,Drama,Fiction,6.0,20891,1.6438557,2001
2139,When a Stranger Calls,47860214,66966987,15000000,2006-02-03,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,4.7,16505,4.4644658,2006
2140,The Grudge 2,39143839,68643839,20000000,2006-10-13,PG/PG-13,Adapted screenplay,Horror/Thriller,Fiction,4.6,16024,3.43219195,2006
2141,The Hills Have Eyes,41778863,69623713,17000000,2006-03-10,R,Adapted screenplay,Horror/Thriller,Fiction,6.5,43747,4.0955125294117645,2006
2142,3:10 to Yuma,53606916,69791889,48000000,2007-09-02,R,Adapted screenplay,Western/Musical,Fiction,7.9,98355,1.4539976875,2007
2143,House of Wax,32064800,70064800,35000000,2005-05-06,R,Adapted screenplay,Horror/Thriller,Fiction,5.4,32159,2.0018514285714284,2005
2144,Down to Earth,64172251,71172251,30000000,2001-02-16,PG/PG-13,Adapted screenplay,Comedy,Fiction,5.0,9193,2.372408366666667,2001
2145,Around the World in 80 Days,24004159,72004159,110000000,2004-06-16,PG/PG-13,Adapted screenplay,Action/Adventure,Fiction,5.6,21516,0.6545832636363637,2004
2146,"Yours, Mine and Ours",53359917,72359917,45000000,2005-11-23,PG/PG-13,Adapted screenplay,Comedy,Fiction,7.6,259,1.6079981555555556,2005
