,Title,US Gross,Worldwide Gross,Production Budget,Release Date,MPAA Rating,Source,Major Genre,Creative Type,IMDB Rating,IMDB Votes,ratio_wgross_by_budget,Release Year
1815,Ace Ventura: Pet Detective,72217396,107217396,12000000,1994-02-04,PG/PG-13,Original Screenplay,Comedy,Fiction,6.6,63543,8.934783,1994
1816,Hidalgo,67286731,107336658,78000000,2004-03-05,PG/PG-13,Original Screenplay,Western/Musical,Fiction,6.6,23604,1.376111,2004
1817,Three Kings,60652036,107752036,48000000,1999-10-01,R,Original Screenplay,Action/Adventure,Fiction,7.3,68726,2.244834083333333,1999
1818,The American President,60022813,107822813,62000000,1995-11-17,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,22780,1.739077629032258,1995
1819,Planet 51,42194060,108005745,50000000,2009-11-20,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.1,9645,2.1601149,2009
1820,Billy Elliot,21995263,109280263,5000000,2000-10-13,PG/PG-13,Original Screenplay,Drama,Fiction,7.7,38403,21.8560526,2000
1821,Fool's Gold,70231041,109362966,72500000,2008-02-08,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.6,93,1.5084547034482758,2008
1822,The Net,50621733,110521733,22000000,1995-07-28,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,5.6,24363,5.023715136363636,1995
1823,The Forgotton,66711892,111311892,50000000,2004-09-24,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.9,1169,2.22623784,2004
1824,Underworld: Evolution,62318875,111318875,45000000,2006-01-20,R,Original Screenplay,Action/Adventure,Fiction,6.6,48551,2.473752777777778,2006
1825,White Chicks,69148997,111448997,20000000,2004-06-23,PG/PG-13,Original Screenplay,Comedy,Fiction,5.0,25970,5.57244985,2004
1826,Final Destination 3,54098051,112798051,25000000,2006-02-10,R,Original Screenplay,Horror/Thriller,Fiction,5.9,32263,4.51192204,2006
1827,Final Destination,53302314,112802314,23000000,2000-03-17,R,Original Screenplay,Horror/Thriller,Fiction,6.8,52618,4.9044484347826085,2000
1828,Saw V,56746769,113146769,10800000,2008-10-24,R,Original Screenplay,Horror/Thriller,Fiction,5.7,31219,10.476552685185185,2008
1829,Law Abiding Citizen,73357727,113190972,53000000,2009-10-16,R,Original Screenplay,Horror/Thriller,Fiction,7.2,45577,2.135678716981132,2009
1830,Species,60054449,113354449,35000000,1995-07-07,R,Original Screenplay,Action/Adventure,Fiction,5.6,21917,3.2386985428571426,1995
1831,The Score,71069884,113542091,68000000,2001-07-13,R,Original Screenplay,Horror/Thriller,Fiction,6.8,42616,1.6697366323529412,2001
1832,Bride Wars,58715510,115150424,30000000,2009-01-09,PG/PG-13,Original Screenplay,Comedy,Fiction,5.0,15762,3.838347466666667,2009
1833,Step Up,65328121,115328121,12000000,2006-08-11,PG/PG-13,Original Screenplay,Drama,Fiction,6.1,21691,9.61067675,2006
1834,Blue Streak,68208190,117448157,36000000,1999-09-17,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.9,23545,3.2624488055555556,1999
1835,Disturbia,80209692,117573043,20000000,2007-04-13,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7.0,72231,5.87865215,2007
1836,Apocalypto,50866635,117785051,40000000,2006-12-08,R,Original Screenplay,Action/Adventure,Fiction,7.9,82162,2.944626275,2006
1837,Beverly Hills Cop III,42586861,119180938,50000000,1994-05-25,R,Original Screenplay,Action/Adventure,Fiction,5.0,21199,2.38361876,1994
1838,Stepmom,91137662,119709917,50000000,1998-12-25,PG/PG-13,Original Screenplay,Drama,Fiction,6.2,18505,2.39419834,1998
1839,Road Trip,68525609,119739110,16000000,2000-05-19,R,Original Screenplay,Comedy,Fiction,6.4,44702,7.483694375,2000
1840,Volcano,47546796,120100000,90000000,1997-04-25,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.2,21313,1.3344444444444445,1997
1841,Intolerable Cruelty,35327628,121327628,60000000,2003-10-10,PG/PG-13,Original Screenplay,Comedy,Fiction,6.4,36323,2.0221271333333335,2003
1842,Mona Lisa Smile,63803100,121598309,65000000,2003-12-19,PG/PG-13,Original Screenplay,Drama,Fiction,6.1,23657,1.8707432153846153,2003
1843,Executive Decision,56679192,122079192,55000000,1996-03-15,R,Original Screenplay,Horror/Thriller,Fiction,6.3,18569,2.2196216727272726,1996
1844,Hide and Seek,51100486,123100486,25000000,2005-01-28,R,Original Screenplay,Horror/Thriller,Fiction,5.6,30891,4.92401944,2005
1845,The Family Man,75764085,124715863,60000000,2000-12-22,PG/PG-13,Original Screenplay,Comedy,Fiction,6.6,34090,2.0785977166666667,2000
1846,American Wedding,104354205,126425115,55000000,2003-08-01,R,Original Screenplay,Comedy,Fiction,6.1,52210,2.2986384545454546,2003
1847,U-571,77086030,127630030,62000000,2000-04-21,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.4,32528,2.058548870967742,2000
1848,Failure to Launch,88715192,128402901,50000000,2006-03-10,PG/PG-13,Original Screenplay,Comedy,Fiction,5.6,20324,2.56805802,2006
1849,Space Cowboys,90454043,128874043,65000000,2000-08-04,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.3,29983,1.9826775846153846,2000
1850,Jingle All the Way,60592389,129832389,60000000,1996-11-22,PG/PG-13,Original Screenplay,Comedy,Fiction,4.9,22928,2.16387315,1996
1851,"You, Me and Dupree",75802010,130402010,54000000,2006-07-14,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,164,2.414852037037037,2006
1852,Wolf,65011757,131011757,70000000,1994-06-17,R,Original Screenplay,Horror/Thriller,Fiction,6.0,20035,1.8715965285714287,1994
1853,The School of Rock,81261177,131161177,20000000,2003-10-03,PG/PG-13,Original Screenplay,Comedy,Fiction,7.2,63188,6.55805885,2003
1854,Save the Last Dance,91038276,131638276,13000000,2001-01-12,PG/PG-13,Original Screenplay,Drama,Fiction,5.9,20355,10.126021230769231,2001
1855,Saw IV,63300095,134528909,10000000,2007-10-26,R,Original Screenplay,Horror/Thriller,Fiction,6.0,44730,13.4528909,2007
1856,Babel,34302837,135302837,20000000,2006-10-27,R,Original Screenplay,Drama,Fiction,7.6,95122,6.76514185,2006
1857,Anaconda,65598907,136998907,45000000,1997-04-11,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.2,29430,3.0444201555555557,1997
1858,Big Momma's House 2,70165972,137047376,40000000,2006-01-27,PG/PG-13,Original Screenplay,Comedy,Fiction,4.0,11368,3.4261844,2006
1859,Conspiracy Theory,76118990,137118990,80000000,1997-08-08,R,Original Screenplay,Horror/Thriller,Fiction,6.5,35719,1.713987375,1997
1860,Monster House,73661010,140161010,75000000,2006-07-21,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.8,20689,1.8688134666666667,2006
1861,Scary Movie 2,71277420,141189101,45000000,2001-07-04,R,Original Screenplay,Comedy,Fiction,4.7,43941,3.137535577777778,2001
1862,Bad Boys,65647413,141247413,23000000,1995-04-07,R,Original Screenplay,Action/Adventure,Fiction,6.6,53929,6.141191869565217,1995
1863,Legally Blonde,96493426,141743426,18000000,2001-07-13,PG/PG-13,Original Screenplay,Comedy,Fiction,6.2,44128,7.874634777777778,2001
1864,Phenomenon,104636382,142836382,32000000,1996-07-05,PG/PG-13,Original Screenplay,Drama,Fiction,6.3,26823,4.4636369375,1996
1865,Spy Game,62362560,143049560,90000000,2001-11-21,R,Original Screenplay,Action/Adventure,Fiction,6.9,44850,1.5894395555555556,2001
1866,Surf's Up,58867694,145395745,100000000,2007-06-08,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.0,20974,1.45395745,2007
1867,Music and Lyrics,50572589,145556146,40000000,2007-02-14,PG/PG-13,Original Screenplay,Comedy,Fiction,6.6,32307,3.63890365,2007
1868,Blades of Glory,118594548,145594548,61000000,2007-03-30,PG/PG-13,Original Screenplay,Comedy,Fiction,6.5,51929,2.386795868852459,2007
1869,The Book of Eli,94835059,146452390,80000000,2010-01-15,R,Original Screenplay,Action/Adventure,Fiction,6.9,47733,1.830654875,2010
1870,Swordfish,69772969,147080413,80000000,2001-06-08,R,Original Screenplay,Action/Adventure,Fiction,6.3,57952,1.8385051625,2001
1871,The Mexican,66808615,147808615,40000000,2001-03-02,R,Original Screenplay,Action/Adventure,Fiction,5.9,37696,3.695215375,2001
1872,The Game Plan,90648202,147914546,22000000,2007-09-22,PG/PG-13,Original Screenplay,Comedy,Fiction,6.3,14984,6.7233884545454545,2007
1873,Broken Arrow,70645997,148345997,65000000,1996-02-09,R,Original Screenplay,Action/Adventure,Fiction,5.8,33584,2.2822461076923077,1996
1874,"Me, Myself & Irene",90570999,149270999,51000000,2000-06-23,R,Original Screenplay,Comedy,Fiction,6.9,215,2.9268823333333334,2000
1875,Step Up 2 the Streets,58017783,150017783,17500000,2008-02-14,PG/PG-13,Original Screenplay,Drama,Fiction,5.6,20345,8.572444742857142,2008
1876,Mononoke-hime,2374107,150350000,20000000,1999-10-29,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,8.3,65773,7.5175,1999
1877,Speed II: Cruise Control,48097081,150468000,110000000,1997-06-13,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,3.4,30896,1.367890909090909,1997
1878,Kill Bill: Volume 2,66207920,150907920,55000000,2004-04-16,R,Original Screenplay,Action/Adventure,Fiction,8.0,182834,2.743780363636364,2004
1879,Date Night,98711404,152253432,55000000,2010-04-09,PG/PG-13,Original Screenplay,Comedy,Fiction,6.5,22925,2.768244218181818,2010
1880,Antz,90757863,152457863,60000000,1998-10-02,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.8,37343,2.5409643833333333,1998
1881,Saw II,87025093,152925093,5000000,2005-10-28,R,Original Screenplay,Horror/Thriller,Fiction,6.8,76530,30.5850186,2005
1882,Maid in Manhattan,93932896,154832896,55000000,2002-12-13,PG/PG-13,Original Screenplay,Comedy,Fiction,4.6,30370,2.8151435636363638,2002
1883,Scary Movie 3,110000082,155200000,45000000,2003-10-24,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,42829,3.448888888888889,2003
1884,Monster-in-Law,82931301,155931301,45000000,2005-05-13,PG/PG-13,Original Screenplay,Comedy,Fiction,5.1,16320,3.465140022222222,2005
1885,America's Sweethearts,93607673,157627733,46000000,2001-07-20,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,26899,3.4266898478260868,2001
1886,Alien³,54927174,158500000,55000000,1992-05-22,R,Original Screenplay,Action/Adventure,Fiction,6.3,78860,2.881818181818182,1992
1887,Daylight,32908290,158908290,80000000,1996-12-06,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.4,20052,1.986353625,1996
1888,Crimson Tide,91387195,159387195,55000000,1995-05-12,R,Original Screenplay,Action/Adventure,Fiction,7.2,33354,2.897949,1995
1889,Johnny English,28013509,160323929,45000000,2003-07-18,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,29246,3.5627539777777777,2003
1890,Alien: Resurrection,47795018,160700000,60000000,1997-11-26,R,Original Screenplay,Action/Adventure,Fiction,6.2,66141,2.6783333333333332,1997
1891,Scream 3,89138076,161838076,40000000,2000-02-04,R,Original Screenplay,Horror/Thriller,Fiction,5.3,38230,4.0459519,2000
1892,Talladega Nights: The Ballad of Ricky Bobby,148213377,163013377,73000000,2006-08-04,PG/PG-13,Original Screenplay,Comedy,Fiction,6.4,50407,2.23305995890411,2006
1893,The Island,35818913,163018913,120000000,2005-07-22,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,82601,1.3584909416666666,2005
1894,Sweet Home Alabama,127214072,163379330,38000000,2002-09-27,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,29891,4.299456052631579,2002
1895,The Happening,64506874,163403799,60000000,2008-06-13,R,Original Screenplay,Horror/Thriller,Fiction,5.2,72259,2.72339665,2008
1896,Burn After Reading,60355347,163415735,37000000,2008-09-12,R,Original Screenplay,Comedy,Fiction,7.2,92553,4.416641486486487,2008
1897,Four Christmases,120146040,163546040,80000000,2008-11-26,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,14690,2.0443255,2008
1898,Saw III,80238724,163876815,10000000,2006-10-27,R,Original Screenplay,Horror/Thriller,Fiction,6.3,60784,16.3876815,2006
1899,The Interpreter,72708161,163954076,90000000,2005-04-22,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.5,38227,1.8217119555555557,2005
1900,Daddy Day Care,104148781,164285587,60000000,2003-05-09,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,14944,2.7380931166666667,2003
1901,Bringing Down the House,132675402,164675402,20000000,2003-03-07,PG/PG-13,Original Screenplay,Comedy,Fiction,5.4,16242,8.2337701,2003
1902,"Six Days, Seven Nights",74339294,164800000,80000000,1998-06-12,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,48,2.06,1998
1903,Deep Blue Sea,73648228,165048228,60000000,1999-07-28,R,Original Screenplay,Action/Adventure,Fiction,5.6,44191,2.7508038,1999
1904,Seven Pounds,69951824,166617328,54000000,2008-12-19,PG/PG-13,Original Screenplay,Drama,Fiction,7.6,62718,3.085506074074074,2008
1905,Dodgeball: A True Underdog Story,114326736,167726736,30000000,2004-06-18,PG/PG-13,Original Screenplay,Comedy,Fiction,6.6,65329,5.5908912,2004
1906,Spy Kids 3-D: Game Over,111760631,167851995,40000000,2003-07-25,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,4.1,12352,4.196299875,2003
1907,The Emperor's New Groove,89296573,169296573,100000000,2000-12-15,G,Original Screenplay,Action/Adventure,Fiction,7.4,23355,1.69296573,2000
1908,Superbad,121463226,169863226,17500000,2007-08-17,R,Original Screenplay,Comedy,Fiction,7.8,134212,9.706470057142857,2007
1909,Along Came Polly,88073507,170360435,42000000,2004-01-16,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,38276,4.0562008333333335,2004
1910,Cloverfield,80048433,170764033,25000000,2008-01-18,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.4,136068,6.83056132,2008
1911,Blood Diamond,57377916,171377916,100000000,2006-12-08,R,Original Screenplay,Action/Adventure,Fiction,8.0,118925,1.71377916,2006
1912,Couples Retreat,109205660,172450423,60000000,2009-10-09,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,18332,2.8741737166666668,2009
1913,The Santa Clause 2,139225854,172825854,65000000,2002-11-01,G,Original Screenplay,Comedy,Fiction,5.5,9061,2.6588592923076924,2002
1914,Scream,103046663,173046663,15000000,1996-12-20,R,Original Screenplay,Horror/Thriller,Fiction,2.9,217,11.5364442,1996
1915,Evan Almighty,100289690,173219280,175000000,2007-06-22,PG/PG-13,Original Screenplay,Comedy,Fiction,5.5,43164,0.9898244571428572,2007
1916,Big Momma's House,117559438,173559438,33000000,2000-06-02,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,21318,5.259376909090909,2000
1917,Le Fabuleux destin d'AmÈlie Poulain,33201661,174201661,10350000,2001-11-02,R,Original Screenplay,Comedy,Fiction,8.5,181085,16.83107835748792,2001
1918,Analyze This,106885658,176885658,30000000,1999-03-05,R,Original Screenplay,Comedy,Fiction,6.6,52894,5.8961886,1999
1919,The 40 Year-old Virgin,109449237,177339049,26000000,2005-08-19,R,Original Screenplay,Comedy,Fiction,7.5,94557,6.820732653846154,2005
1920,Flushed Away,64665672,177665672,149000000,2006-11-03,PG/PG-13,Original Screenplay,Comedy,Fiction,7.0,21334,1.1923870604026845,2006
1921,Double Jeopardy,116735231,177835231,40000000,1999-09-24,R,Original Screenplay,Action/Adventure,Fiction,6.0,28887,4.445880775,1999
1922,Eagle Eye,101440743,178066569,80000000,2008-09-26,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.6,52336,2.2258321125,2008
1923,Dante's Peak,67163857,178200000,115000000,1997-02-07,PG/PG-13,Original Screenplay,Drama,Fiction,5.6,23472,1.5495652173913044,1997
1924,Scary Movie 4,90710620,178710620,40000000,2006-04-14,PG/PG-13,Original Screenplay,Comedy,Fiction,5.0,39542,4.4677655,2006
1925,Moulin Rouge,57386369,179213196,53000000,2001-05-18,PG/PG-13,Original Screenplay,Western/Musical,Fiction,7.3,2105,3.3813810566037734,2001
1926,Kill Bill: Volume 1,70098138,180098138,55000000,2003-10-10,R,Original Screenplay,Action/Adventure,Fiction,8.2,231761,3.2745116,2003
1927,Paul Blart: Mall Cop,146336178,180449670,26000000,2009-01-16,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,23753,6.940371923076923,2009
1928,DÈj‡ Vu,64038616,181038616,80000000,2006-11-22,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7.0,66106,2.2629827,2006
1929,Aliens,85160248,183316455,17000000,1986-07-18,R,Original Screenplay,Action/Adventure,Fiction,7.5,84,10.78332088235294,1986
1930,Inside Man,88634237,184634237,50000000,2006-03-24,R,Original Screenplay,Horror/Thriller,Fiction,7.7,86229,3.69268474,2006
1931,I Now Pronounce You Chuck and Larry,119725280,185708462,85000000,2007-07-20,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,46347,2.1848054352941175,2007
1932,Wallace & Gromit: The Curse of the Were-Rabbit,56068547,185724838,30000000,2005-10-05,G,Original Screenplay,Action/Adventure,Fiction,7.9,38158,6.190827933333333,2005
1933,The Final Destination,66477700,185777700,40000000,2009-08-28,R,Original Screenplay,Horror/Thriller,Fiction,4.9,20319,4.6444425,2009
1934,Tropic Thunder,110461307,188163455,90000000,2008-08-13,R,Original Screenplay,Comedy,Fiction,7.2,104839,2.0907050555555555,2008
1935,The Santa Clause,144833357,189800000,22000000,1994-11-11,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,17773,8.627272727272727,1994
1936,Other Season,85105259,189901703,85000000,2006-09-29,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.0,52,2.2341376823529413,2006
1937,The Waterboy,161491646,190191646,23000000,1998-11-06,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,43251,8.269202,1998
1938,Gangs of New York,77730500,190400000,97000000,2002-12-20,R,Original Screenplay,Drama,Fiction,7.4,113378,1.9628865979381442,2002
1939,Hollow Man,73209340,191200000,90000000,2000-08-04,R,Original Screenplay,Horror/Thriller,Fiction,5.5,41499,2.1244444444444444,2000
1940,Paranormal Activity,107918810,193770453,15000,2009-09-25,R,Original Screenplay,Horror/Thriller,Fiction,6.7,53455,12918.0302,2009
1941,Anger Management,135560942,195660942,56000000,2003-04-11,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,57088,3.493945392857143,2003
1942,Panic Room,95308367,196308367,48000000,2002-03-29,R,Original Screenplay,Horror/Thriller,Fiction,6.9,68737,4.089757645833333,2002
1943,50 First Dates,120776832,196376832,75000000,2004-02-13,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,64701,2.61835776,2004
1944,Stargate,71565669,196565669,55000000,1994-10-28,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.7,47174,3.5739212545454544,1994
1945,Spy Kids,112692062,197692062,35000000,2001-03-30,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.7,23479,5.6483446285714285,2001
1946,The Pacifier,113006880,198006880,56000000,2005-03-04,PG/PG-13,Original Screenplay,Comedy,Fiction,5.3,22590,3.535837142857143,2005
1947,Two Weeks Notice,93354918,199043309,60000000,2002-12-20,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,35515,3.317388483333333,2002
1948,Gake no ue no Ponyo,15090399,199090399,34000000,2009-08-14,G,Original Screenplay,Action/Adventure,Fiction,7.8,13821,5.855599970588235,2009
1949,Cats & Dogs,93375151,200700000,60000000,2001-07-04,PG/PG-13,Original Screenplay,Comedy,Fiction,5.2,16912,3.345,2001
1950,The Break Up,118806699,202944203,52000000,2006-06-02,PG/PG-13,Original Screenplay,Comedy,Fiction,5.9,38285,3.9027731346153844,2006
1951,The Ugly Truth,88915214,203115214,38000000,2009-07-24,R,Original Screenplay,Comedy,Fiction,6.4,27888,5.345137210526316,2009
1952,Alien,80930630,203630630,9000000,1979-05-25,R,Original Screenplay,Horror/Thriller,Fiction,8.5,180387,22.625625555555555,1979
1953,The Holiday,63280000,205190324,85000000,2006-12-08,PG/PG-13,Original Screenplay,Comedy,Fiction,6.9,48215,2.414003811764706,2006
1954,District 9,115646235,206552113,30000000,2009-08-14,R,Original Screenplay,Horror/Thriller,Fiction,8.3,151742,6.8850704333333335,2009
1955,Australia,49551662,207482792,78000000,2008-11-26,PG/PG-13,Original Screenplay,Drama,Fiction,6.8,38089,2.6600357948717948,2008
1956,The Others,96522687,209947037,17000000,2001-08-10,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7.8,86091,12.349825705882353,2001
1957,Kingdom of Heaven,47398413,211398413,110000000,2005-05-06,R,Original Screenplay,Action/Adventure,Fiction,7.1,83189,1.9218037545454545,2005
1958,Entrapment,87707396,211700000,66000000,1999-04-30,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.1,40764,3.2075757575757575,1999
1959,End of Days,66889043,212026975,100000000,1999-11-24,R,Original Screenplay,Action/Adventure,Fiction,5.4,43513,2.12026975,1999
1960,Miss Congeniality,106807667,212100000,45000000,2000-12-22,PG/PG-13,Original Screenplay,Comedy,Fiction,6.1,42323,4.713333333333333,2000
1961,Ace Ventura: When Nature Calls,108360063,212400000,30000000,1995-11-10,PG/PG-13,Original Screenplay,Comedy,Fiction,5.6,51275,7.08,1995
1962,Pulp Fiction,107928762,212928762,8000000,1994-10-14,R,Original Screenplay,Drama,Fiction,8.9,417703,26.61609525,1994
1963,Vertical Limit,68473360,213500000,75000000,2000-12-08,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.6,24294,2.8466666666666667,2000
1964,The Patriot,113330342,215300000,110000000,2000-06-28,R,Original Screenplay,Drama,Fiction,6.9,78302,1.9572727272727273,2000
1965,Valentine's Day,110485654,215771698,52000000,2010-02-12,PG/PG-13,Original Screenplay,Comedy,Fiction,5.7,17599,4.149455730769231,2010
1966,Collateral,100170152,217670152,60000000,2004-08-06,R,Original Screenplay,Action/Adventure,Fiction,7.8,105362,3.6278358666666666,2004
1967,Knocked Up,148761765,218994109,27500000,2007-06-01,R,Original Screenplay,Comedy,Fiction,7.5,111192,7.963422145454546,2007
1968,Elf,173398518,220443451,32000000,2003-11-07,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,42123,6.88885784375,2003
1969,Con Air,101117573,224117573,80000000,1997-06-06,R,Original Screenplay,Action/Adventure,Fiction,6.6,76052,2.8014696625,1997
1970,It's Complicated,112735375,224614744,75000000,2009-12-25,R,Original Screenplay,Comedy,Fiction,6.7,17748,2.9948632533333335,2009
1971,Taken,145000989,225461461,25000000,2009-01-30,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,4.8,1125,9.01845844,2009
1972,Flightplan,89706988,225706988,55000000,2005-09-23,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.2,45305,4.103763418181818,2005
1973,Good Will Hunting,138433435,225933435,10000000,1987-02-20,R,Original Screenplay,Drama,Fiction,8.1,150415,22.5933435,1987
1974,Chicken Run,106793915,227793915,42000000,2000-06-21,G,Original Screenplay,Action/Adventure,Fiction,7.3,48307,5.423664642857143,2000
1975,Knight and Day,76373029,228937227,117000000,2010-06-23,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.6,13887,1.956728435897436,2010
1976,Juno,143495265,230327671,7000000,2007-12-05,PG/PG-13,Original Screenplay,Comedy,Fiction,7.9,149855,32.903953,2007
1977,Eraser,101295562,234400000,100000000,1996-06-21,R,Original Screenplay,Action/Adventure,Fiction,5.9,37287,2.344,1996
1978,Big Daddy,163479795,234779795,30000000,1999-06-25,PG/PG-13,Original Screenplay,Comedy,Fiction,4.7,48,7.825993166666667,1999
1979,American Pie,101800948,234800000,12000000,1999-07-09,R,Original Screenplay,Comedy,Fiction,6.9,106624,19.566666666666666,1999
1980,Click,137355633,237555633,82500000,2006-06-23,PG/PG-13,Original Screenplay,Comedy,Fiction,5.0,133,2.879462218181818,2006
1981,Batman & Robin,107325195,238317814,125000000,1997-06-20,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,3.5,81283,1.906542512,1997
1982,Face/Off,112276146,241200000,80000000,1997-06-27,R,Original Screenplay,Action/Adventure,Fiction,7.3,102001,3.015,1997
1983,Four Weddings and a Funeral,52700832,242895809,4500000,1994-03-09,R,Original Screenplay,Comedy,Fiction,7.1,39003,53.97684644444445,1994
1984,8 Mile,116724075,242924075,41000000,2002-11-08,R,Original Screenplay,Drama,Fiction,6.7,55877,5.92497743902439,2002
1985,Bienvenue chez les Ch'tis,1470856,243470856,16000000,2008-07-25,Other,Original Screenplay,Comedy,Fiction,7.0,7129,15.2169285,2008
1986,Rush Hour,141186864,245300000,35000000,1998-09-18,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.8,55248,7.008571428571429,1998
1987,Lilo & Stitch,145771527,245800000,80000000,2002-06-21,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.1,25611,3.0725,2002
1988,Dumb & Dumber,127175374,246400000,16000000,1994-12-16,PG/PG-13,Original Screenplay,Comedy,Fiction,7.2,88093,15.4,1994
1989,Love Actually,59472278,247967903,45000000,2003-11-07,R,Original Screenplay,Comedy,Fiction,7.9,97921,5.510397844444444,2003
1990,Unbreakable,94999143,248099143,73243106,2000-11-22,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,7.3,97324,3.387337819889834,2000
1991,The Blair Witch Project,140539099,248300000,600000,1999-07-14,R,Original Screenplay,Horror/Thriller,Fiction,6.2,87629,413.8333333333333,1999
1992,The Truman Show,125618201,248400000,60000000,1998-06-05,PG/PG-13,Original Screenplay,Drama,Fiction,8.0,156346,4.14,1998
1993,Space Jam,90463534,250200000,80000000,1996-11-15,PG/PG-13,Original Screenplay,Comedy,Fiction,5.6,29293,3.1275,1996
1994,Grown Ups,161094625,250294625,75000000,2010-06-25,PG/PG-13,Original Screenplay,Comedy,Fiction,5.8,13488,3.3372616666666666,2010
1995,Enemy of the State,111549836,250649836,85000000,1998-11-20,R,Original Screenplay,Action/Adventure,Fiction,7.2,66700,2.9488216,1998
1996,Rush Hour 3,140125968,253025968,180000000,2007-08-10,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.0,39312,1.4056998222222221,2007
1997,The Full Monty,45950122,257938649,3500000,1997-08-13,R,Original Screenplay,Comedy,Fiction,7.2,40877,73.69675685714286,1997
1998,The Village,114197520,260197520,71682975,2004-07-30,PG/PG-13,Original Screenplay,Horror/Thriller,Fiction,6.6,88928,3.6298370707967966,2004
1999,Robots,128200012,260700012,80000000,2005-03-11,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.4,27361,3.25875015,2005
2000,The Fifth Element,63570862,263900000,95000000,1997-05-09,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,7.4,131252,2.7778947368421054,1997
2001,Waterworld,88246220,264246220,175000000,1995-07-28,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.7,54126,1.5099784,1995
2002,Something's Gotta Give,124685242,266685242,80000000,2003-12-12,PG/PG-13,Original Screenplay,Comedy,Fiction,6.8,36303,3.333565525,2003
2003,Batman Returns,162831698,266822354,80000000,1992-06-18,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,6.9,78673,3.335279425,1992
2004,xXx,141930000,267200000,70000000,2002-08-09,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.5,52636,3.817142857142857,2002
2005,"10,000 B.C.",94784201,269065678,105000000,2008-03-07,PG/PG-13,Original Screenplay,Action/Adventure,Fiction,5.8,134,2.5625302666666667,2008
2006,Bad Boys II,138540870,272940870,130000000,2003-07-18,R,Original Screenplay,Action/Adventure,Fiction,6.2,58002,2.099545153846154,2003
